escola;sexo;idade;endereco;tam_familia;status_pais;esc_mae;esc_pai;trab_mae;trab_pai;motivo_escola;responsavel;tempo_viagem;tempo_estudo;reprovacoes;apoio_escola;apoio_familia;aula_paga;atividades;creche;sup_desejado;internet;namoro;rel_familia;tempo_livre;sair_amigos;alcool_semana;alcool_fds;saude;faltas;nota1;nota2;nota_final
GP;F;19;U;LE3;A;1;1;outro;outro;curso;outro;3;2;2;0;1;0;0;0;1;1;1;5;3;4;1;1;4;2;8;8;9
GP;F;18;U;GT3;T;2;2;outro;outro;curso;mae;1;1;0;0;1;0;1;1;1;1;1;4;3;5;2;4;5;2;10;10;10
GP;F;17;U;GT3;T;2;2;outro;outro;curso;mae;1;2;0;0;1;0;0;1;1;0;1;4;2;2;1;1;3;4;14;13;13
GP;F;17;R;LE3;T;2;2;servicos;servicos;curso;mae;1;3;0;0;1;0;1;1;1;1;0;3;3;2;2;2;3;0;11;11;10
GP;F;17;U;GT3;T;3;1;servicos;servicos;curso;pai;1;3;0;0;1;0;0;0;1;1;0;3;4;3;2;3;5;0;17;18;17
GP;F;17;U;LE3;T;0;2;casa;casa;casa;pai;2;3;0;0;0;0;0;1;1;1;0;3;3;3;2;3;2;0;14;14;15
GP;F;18;U;GT3;T;1;1;outro;outro;casa;mae;2;3;0;0;0;0;1;1;1;1;0;4;5;5;1;2;2;0;14;14;14
GP;M;18;U;GT3;T;4;4;outro;outro;curso;mae;1;3;0;0;0;0;1;1;1;1;0;4;3;3;2;2;3;0;13;14;13
GP;M;17;U;GT3;T;3;3;outro;servicos;reputacao;mae;1;1;0;0;0;0;1;0;1;1;0;4;3;5;3;5;5;0;17;18;17
GP;M;17;R;GT3;T;2;2;servicos;outro;curso;mae;4;1;0;0;1;0;0;1;1;1;0;4;4;5;5;5;4;2;11;10;10
GP;F;17;U;GT3;T;4;4;professora;servicos;curso;mae;1;3;0;0;1;0;1;1;1;1;0;5;4;4;1;3;4;0;13;12;13
GP;F;17;U;GT3;T;4;4;professora;professora;curso;mae;2;3;0;0;1;0;0;0;1;1;1;4;3;3;1;2;4;4;15;14;15
GP;F;17;U;GT3;T;3;3;casa;outro;curso;mae;1;1;0;0;1;1;1;1;1;1;0;4;2;5;2;5;5;2;11;12;11
GP;M;18;U;LE3;T;2;2;outro;outro;curso;mae;1;4;0;0;1;1;1;1;1;1;0;4;5;5;2;4;5;0;11;11;12
GP;M;19;R;GT3;T;3;2;casa;servicos;casa;outro;1;1;0;0;1;0;0;0;1;0;1;5;3;4;2;2;5;0;11;10;10
GP;F;18;U;GT3;T;2;2;casa;outro;curso;mae;4;2;0;0;0;0;1;1;1;0;1;4;2;5;1;1;2;2;10;9;10
GP;F;17;R;GT3;T;2;4;casa;outro;curso;pai;1;3;0;0;1;0;0;1;1;1;1;4;4;3;1;1;5;0;15;15;15
GP;M;18;U;GT3;T;2;2;outro;outro;reputacao;mae;1;1;0;0;0;0;0;0;1;1;0;5;4;2;1;2;5;6;15;14;15
GP;F;18;U;GT3;T;3;3;servicos;servicos;casa;mae;1;2;0;0;0;0;1;1;1;1;0;5;3;4;1;1;4;8;10;11;12
GP;F;18;U;LE3;T;2;2;outro;outro;casa;outro;1;2;0;0;0;0;1;0;1;1;1;4;3;3;1;1;2;0;10;9;12
GP;F;18;R;GT3;T;2;2;casa;outro;curso;mae;2;4;0;0;0;0;1;1;1;0;0;4;4;4;1;1;4;6;14;13;14
GP;F;17;U;GT3;T;3;4;servicos;outro;curso;mae;1;3;0;0;0;0;0;1;1;1;0;4;4;5;1;3;5;8;11;13;14
GP;F;17;U;GT3;T;3;2;outro;outro;casa;mae;1;2;0;0;1;0;0;1;1;1;1;4;3;2;2;3;2;0;12;13;15
GP;F;18;U;LE3;T;3;3;servicos;servicos;casa;mae;1;4;0;0;1;0;0;1;1;1;0;5;3;3;1;1;1;4;14;14;15
GP;F;17;R;GT3;A;3;2;outro;outro;casa;mae;1;2;0;0;1;0;0;1;1;1;0;4;3;3;2;3;2;0;14;14;16
GP;M;18;U;GT3;T;4;4;professora;servicos;casa;pai;1;2;0;0;1;0;1;1;1;1;0;4;3;3;2;2;2;0;12;12;13
GP;M;18;U;LE3;T;3;4;servicos;outro;casa;mae;1;2;0;0;0;0;1;1;1;1;1;4;3;3;1;3;5;6;16;16;17
GP;F;17;U;GT3;A;2;2;casa;casa;casa;pai;1;2;0;0;1;0;0;1;1;1;1;3;3;1;1;2;4;18;10;12;14
GP;F;18;U;GT3;T;2;3;casa;outro;curso;mae;1;3;0;0;1;0;0;1;1;1;0;4;3;3;1;2;3;0;11;12;14
GP;F;18;U;GT3;T;3;2;outro;servicos;outro;mae;1;3;0;0;0;0;0;1;1;1;1;5;4;3;2;3;1;4;14;16;17
GP;M;18;R;GT3;T;4;3;professora;servicos;curso;mae;1;3;0;0;0;0;0;1;1;1;1;5;3;2;1;2;4;4;15;14;17
GP;M;18;U;GT3;T;4;3;professora;outro;curso;mae;1;3;0;0;1;0;0;1;1;1;1;5;4;5;2;3;5;0;14;13;14
GP;F;17;U;GT3;T;4;3;saude;outro;reputacao;mae;1;3;0;0;1;0;1;1;1;1;1;4;4;3;1;3;4;0;11;12;13
GP;F;17;U;GT3;T;2;1;servicos;outro;curso;mae;2;2;0;0;1;0;1;1;1;1;1;4;3;4;2;2;1;10;12;15;15
GP;F;17;U;GT3;T;2;1;servicos;outro;reputacao;mae;1;2;0;0;1;0;1;1;1;1;0;4;3;5;2;4;4;4;12;16;16
GP;F;19;U;LE3;A;2;3;casa;outro;casa;outro;2;1;1;0;0;0;0;1;0;1;0;2;2;3;3;4;5;16;10;11;11
GP;F;17;U;GT3;T;3;1;outro;casa;casa;mae;1;1;1;0;1;1;0;1;1;1;1;4;1;2;1;1;3;6;10;13;13
GP;F;21;U;LE3;T;4;4;outro;outro;reputacao;outro;1;3;2;0;0;1;1;1;1;1;0;3;3;2;1;1;5;0;9;12;12
GP;M;18;U;LE3;T;2;2;servicos;servicos;reputacao;mae;1;2;0;0;1;0;1;0;0;1;0;4;4;4;1;3;3;11;9;11;12
GP;M;18;U;LE3;A;3;4;outro;outro;reputacao;outro;1;2;0;0;0;0;1;1;1;1;1;4;3;5;1;4;2;9;13;14;15
GP;F;17;U;GT3;T;2;2;servicos;servicos;reputacao;mae;1;2;0;0;1;0;1;1;1;1;0;4;3;4;1;3;4;0;13;17;17
GP;M;17;U;LE3;A;4;4;saude;outro;reputacao;mae;1;3;0;0;1;0;0;1;1;1;0;4;4;2;1;2;4;2;12;15;15
GP;F;18;U;LE3;T;4;2;professora;outro;curso;mae;1;2;0;0;1;0;1;1;1;1;0;4;2;2;1;1;3;0;14;17;17
GP;M;21;R;LE3;T;1;1;casa;outro;curso;outro;2;2;2;0;1;0;1;1;0;1;1;5;3;3;5;2;4;21;9;10;10
GP;F;20;R;GT3;T;1;1;outro;outro;reputacao;outro;2;3;0;0;0;0;0;1;1;1;1;3;2;2;1;3;3;8;11;15;15
GP;F;19;U;GT3;T;4;4;professora;outro;casa;outro;1;1;1;0;1;0;0;1;1;1;1;3;2;5;4;4;5;5;9;10;11
GP;M;17;U;LE3;A;3;2;outro;outro;reputacao;mae;1;2;0;0;1;0;0;1;1;1;0;4;4;4;1;2;5;10;16;18;18
GP;F;18;U;GT3;T;3;2;casa;outro;reputacao;pai;1;3;0;0;1;0;0;1;1;1;1;4;3;4;1;2;2;5;14;17;17
GP;M;18;R;GT3;T;2;3;outro;servicos;reputacao;pai;1;1;0;0;0;0;0;1;1;1;0;3;1;3;4;5;4;13;13;14;14
GP;M;19;U;GT3;T;2;1;outro;outro;reputacao;mae;1;1;0;0;0;0;0;1;1;1;0;5;3;4;1;4;4;10;7;11;11
GP;F;18;U;LE3;A;2;2;servicos;outro;reputacao;mae;2;2;0;0;1;0;0;1;1;1;0;4;1;4;1;3;4;10;14;17;17
GP;F;20;U;GT3;T;1;0;outro;outro;reputacao;mae;2;1;1;1;0;0;0;1;1;1;1;5;3;1;1;1;5;5;8;10;10
GP;F;18;U;GT3;T;3;2;servicos;outro;casa;mae;1;2;0;0;1;0;1;0;1;1;1;3;1;2;1;2;1;4;10;13;13
MS;F;16;U;GT3;T;1;3;casa;outro;outro;pai;2;1;0;0;1;0;0;1;0;1;1;4;3;3;1;3;5;11;10;11;11
MS;F;16;R;GT3;T;2;2;outro;outro;curso;mae;2;2;0;0;1;0;1;1;1;1;0;4;4;4;1;1;5;0;12;12;12
MS;F;15;R;GT3;T;1;1;casa;servicos;outro;mae;1;1;1;0;1;0;0;1;1;0;1;4;1;3;1;1;2;6;10;10;10
MS;F;15;R;GT3;T;3;3;casa;outro;curso;mae;2;1;0;0;1;0;0;1;1;1;0;5;4;4;2;3;5;4;10;10;11
MS;F;16;R;GT3;T;2;3;casa;servicos;curso;mae;2;2;0;0;0;0;0;1;1;0;0;4;5;2;1;2;5;0;16;17;17
MS;F;15;R;LE3;T;2;1;casa;outro;casa;mae;2;1;0;0;0;0;0;1;0;0;0;1;3;4;1;1;1;0;6;8;9
MS;M;16;R;LE3;A;4;4;casa;outro;casa;mae;1;2;0;0;1;0;0;1;1;0;0;5;3;2;1;3;2;5;10;11;11
MS;M;16;U;GT3;A;1;2;outro;outro;outro;mae;1;3;0;1;0;0;0;1;1;1;0;4;4;3;1;1;5;0;10;11;11
MS;F;17;R;GT3;T;3;2;casa;outro;curso;pai;1;2;1;0;0;0;0;1;1;0;1;4;5;4;1;2;5;0;10;10;10
MS;F;17;R;GT3;T;1;1;outro;outro;outro;pai;1;1;1;0;1;0;0;0;0;1;0;5;4;4;2;2;5;0;6;6;7
MS;F;15;R;GT3;T;4;4;professora;outro;curso;mae;2;1;0;0;0;0;0;1;1;1;1;1;5;1;3;5;5;0;13;14;14
MS;F;16;U;LE3;A;2;2;casa;outro;reputacao;mae;2;4;0;0;0;0;1;0;0;0;1;1;2;1;1;1;1;4;10;9;11
MS;F;15;R;LE3;T;1;1;casa;servicos;reputacao;pai;2;2;0;0;1;0;0;1;1;1;0;5;4;3;1;2;4;0;10;10;10
MS;F;15;R;LE3;T;1;1;outro;servicos;curso;mae;2;1;1;0;1;0;0;1;1;1;1;4;4;3;1;2;2;4;6;7;8
MS;F;16;R;GT3;T;0;2;outro;outro;outro;mae;2;1;0;0;1;0;1;1;1;0;0;3;2;3;1;2;2;0;12;11;12
MS;F;17;R;GT3;T;2;3;outro;outro;curso;mae;2;1;0;0;1;0;0;1;1;1;0;5;5;5;1;3;3;2;10;11;12
MS;F;15;R;GT3;T;3;3;outro;servicos;curso;pai;2;1;0;0;0;0;0;0;1;1;0;4;1;3;1;1;4;0;14;16;16
MS;M;16;U;GT3;T;1;1;casa;servicos;casa;mae;2;2;0;0;1;0;1;1;1;0;1;5;4;5;4;5;3;0;7;0;0
MS;M;17;U;GT3;T;1;1;outro;outro;casa;mae;1;2;0;0;0;1;0;0;1;1;0;4;4;3;2;4;5;4;8;9;9
MS;M;15;R;LE3;T;4;1;saude;servicos;reputacao;pai;1;2;0;0;1;0;1;1;1;1;0;5;3;4;1;2;2;0;12;13;14
MS;M;15;R;LE3;T;4;1;saude;servicos;reputacao;pai;1;2;0;0;1;0;1;1;1;1;0;5;3;4;1;2;2;7;7;9;8
MS;M;16;R;GT3;T;3;4;outro;saude;outro;mae;3;2;0;0;0;0;0;0;1;0;0;3;4;5;1;2;5;4;9;10;11
MS;M;15;R;GT3;T;1;1;outro;outro;curso;mae;4;2;0;0;1;0;1;1;1;0;1;5;4;5;2;4;4;8;7;9;9
MS;M;15;U;LE3;T;3;3;casa;casa;reputacao;pai;1;2;0;0;1;0;1;1;1;1;0;5;3;3;1;1;5;0;11;11;11
MS;M;17;R;GT3;T;2;1;outro;outro;outro;mae;3;1;0;0;0;0;1;1;0;0;1;5;5;5;5;5;3;8;8;10;9
MS;F;16;R;GT3;T;4;4;professora;professora;curso;mae;2;3;0;0;0;0;1;1;1;1;1;4;2;2;1;1;4;6;16;16;17
MS;F;15;R;GT3;T;1;2;outro;servicos;curso;mae;2;1;0;0;0;0;0;1;1;0;0;5;1;2;1;1;1;3;11;13;13
MS;F;16;R;GT3;T;2;3;outro;servicos;curso;mae;3;2;0;0;1;0;0;1;1;1;0;4;5;4;1;2;1;2;15;15;15
MS;M;16;R;GT3;T;1;2;outro;outro;curso;pai;2;2;0;0;0;0;0;1;1;0;0;4;3;3;1;1;5;0;10;11;11
MS;F;16;R;GT3;T;2;2;outro;outro;curso;mae;3;2;0;0;1;0;0;1;1;1;0;4;4;5;1;1;4;4;9;10;11
MS;F;16;U;GT3;T;1;2;outro;servicos;curso;mae;1;3;1;0;1;0;0;1;1;0;0;1;3;2;1;2;4;0;10;8;8
MS;F;16;U;GT3;T;1;2;outro;servicos;curso;mae;1;3;1;0;1;0;0;1;1;0;0;1;3;2;1;2;4;3;9;8;8
MS;F;15;U;GT3;T;2;1;casa;outro;casa;mae;1;2;0;1;1;0;0;0;1;1;0;4;4;2;3;3;2;0;9;10;9
MS;F;16;U;GT3;T;1;1;casa;outro;curso;pai;1;2;0;0;1;0;0;0;1;0;1;5;4;3;2;1;2;0;13;14;15
MS;M;17;R;LE3;T;1;2;casa;servicos;reputacao;mae;1;1;0;0;1;0;1;1;1;1;0;5;5;5;5;5;3;4;10;11;11
MS;F;16;R;GT3;T;1;1;outro;outro;casa;pai;4;4;0;0;1;0;0;0;1;1;0;4;3;2;1;1;1;0;13;10;13
MS;F;16;R;GT3;T;1;1;casa;outro;outro;pai;4;3;0;1;1;0;0;1;1;0;0;4;4;3;1;1;5;2;10;9;10
MS;F;15;R;GT3;T;1;1;casa;outro;casa;pai;2;2;0;0;1;0;1;1;1;1;0;4;3;3;1;1;2;1;11;10;11
MS;F;16;R;GT3;T;1;1;casa;outro;outro;mae;2;1;0;0;0;0;1;1;1;1;1;4;2;2;4;3;2;0;13;12;14
MS;F;15;R;GT3;T;1;1;casa;casa;curso;pai;3;2;0;0;1;0;0;1;1;0;0;4;2;1;1;2;2;0;13;14;14
MS;F;15;R;LE3;T;2;2;outro;outro;outro;pai;1;3;0;1;1;0;0;1;1;0;0;4;4;3;2;2;5;2;14;11;12
MS;M;16;R;GT3;T;1;1;casa;outro;outro;pai;2;1;0;0;0;0;1;1;1;0;0;3;4;4;3;4;5;6;11;11;11
MS;F;18;U;GT3;T;1;2;outro;outro;curso;pai;1;2;1;0;1;0;1;1;1;1;1;3;4;4;2;3;5;9;9;8;8
MS;M;15;U;GT3;T;3;1;outro;servicos;casa;mae;2;1;0;0;1;0;0;1;1;0;0;3;2;3;1;3;4;0;10;9;11
MS;F;16;R;GT3;T;2;2;outro;servicos;curso;pai;3;2;0;0;1;0;1;1;1;1;0;5;3;4;1;1;2;1;14;13;14
MS;M;15;U;GT3;T;2;2;saude;outro;reputacao;mae;3;1;0;0;0;0;0;1;1;0;0;4;3;3;1;2;4;1;13;12;13
MS;M;16;U;GT3;T;4;4;outro;professora;curso;pai;1;2;0;0;1;0;1;1;1;0;1;4;3;1;1;1;3;0;13;12;13
MS;F;15;R;GT3;T;3;3;servicos;outro;reputacao;mae;1;2;0;0;1;0;0;1;1;1;1;4;5;4;1;1;1;4;13;12;12
MS;F;16;R;GT3;T;2;2;casa;outro;curso;mae;2;2;1;0;1;0;1;0;1;0;0;4;4;4;2;3;5;2;12;11;12
MS;F;16;R;LE3;T;2;2;outro;outro;casa;pai;3;1;0;0;1;0;1;1;1;0;1;4;3;2;1;1;4;0;14;14;16
MS;M;16;U;LE3;T;2;1;casa;servicos;curso;mae;2;1;0;0;1;0;1;1;1;1;0;2;4;3;2;3;4;4;10;8;10
MS;M;15;R;LE3;T;1;3;casa;outro;reputacao;pai;3;1;0;0;1;0;1;1;1;1;0;4;2;4;3;5;3;2;10;11;11
MS;F;15;U;GT3;T;2;2;outro;servicos;curso;mae;2;3;0;0;1;0;1;1;1;0;0;5;3;2;1;1;4;0;12;13;14
MS;F;16;R;LE3;T;2;1;outro;outro;casa;mae;1;1;0;0;1;0;0;1;1;1;1;5;4;3;1;1;5;2;10;8;8
MS;M;15;U;GT3;T;3;3;servicos;servicos;curso;pai;2;1;0;0;1;0;1;0;1;1;0;4;3;3;2;4;3;11;12;10;11
MS;F;16;R;GT3;T;1;1;casa;outro;curso;pai;2;2;3;1;1;0;0;1;1;0;0;3;4;3;1;1;1;0;7;7;8
MS;F;17;U;GT3;T;2;2;outro;casa;curso;mae;1;1;0;0;1;0;1;1;0;0;0;4;5;3;1;1;5;4;9;9;10
MS;F;19;U;GT3;T;2;3;casa;servicos;curso;outro;1;1;1;0;0;0;0;1;0;1;1;4;4;4;1;1;2;0;9;9;10
MS;F;17;R;GT3;T;2;1;casa;outro;curso;mae;3;1;0;0;1;0;1;1;0;0;1;5;5;3;1;1;3;2;9;10;11
MS;F;15;R;LE3;T;1;1;casa;outro;curso;mae;2;1;0;0;1;0;0;1;0;0;1;5;2;1;1;3;4;0;9;10;9
MS;F;16;R;GT3;T;2;2;outro;outro;curso;pai;3;2;0;0;1;0;0;1;0;1;0;3;4;5;1;2;1;1;9;10;11
MS;F;16;U;LE3;A;2;2;outro;outro;casa;mae;1;1;0;0;1;0;0;1;0;0;0;4;3;4;1;2;1;6;7;7;8
MS;F;17;R;GT3;T;2;2;casa;outro;curso;mae;2;2;0;0;1;0;0;1;1;1;0;4;3;5;1;2;4;0;11;10;11
MS;F;16;U;GT3;T;2;2;outro;servicos;curso;pai;1;1;1;0;1;1;1;0;1;1;0;4;4;3;1;4;3;1;9;10;10
MS;F;18;R;LE3;A;3;2;outro;outro;curso;outro;2;3;2;0;1;0;0;0;0;0;1;3;3;2;1;1;2;6;7;9;10
MS;F;19;U;GT3;T;1;1;casa;servicos;curso;mae;1;3;1;0;0;0;1;1;0;0;1;5;3;1;1;1;3;6;7;9;9
MS;M;18;R;GT3;T;1;1;outro;outro;casa;mae;2;1;1;0;0;0;1;1;0;1;0;4;4;3;3;4;4;0;8;9;10
MS;F;18;R;GT3;T;1;1;casa;casa;curso;mae;2;1;1;0;0;0;0;0;0;1;1;3;2;3;1;1;2;4;9;11;10
MS;F;19;U;GT3;T;1;1;outro;outro;curso;outro;2;2;1;0;1;0;0;1;1;1;1;1;1;4;4;1;1;12;7;8;9
MS;F;16;R;GT3;A;2;2;saude;outro;curso;mae;1;2;0;0;0;0;0;0;1;0;1;3;3;2;1;1;3;2;8;10;10
MS;F;17;U;GT3;T;0;1;outro;casa;curso;pai;2;1;0;0;0;0;1;0;1;0;0;2;4;4;3;5;5;5;9;9;10
MS;F;16;R;LE3;T;1;2;casa;outro;curso;mae;1;2;0;0;0;0;1;1;0;1;0;4;4;5;1;3;3;0;8;9;9
MS;F;16;U;GT3;T;3;3;outro;outro;reputacao;mae;1;1;0;0;0;0;1;1;0;1;1;4;5;4;1;1;4;0;14;13;13
MS;F;16;R;LE3;T;1;1;servicos;servicos;casa;mae;1;1;0;0;1;0;1;1;1;1;1;4;4;4;2;2;4;2;14;14;14
MS;M;17;U;GT3;T;3;3;servicos;casa;curso;mae;2;4;1;0;1;1;1;1;1;0;0;5;4;5;3;4;5;0;10;11;10
MS;F;16;U;GT3;T;2;1;outro;servicos;curso;mae;1;2;0;0;1;0;1;1;1;1;0;5;3;3;1;1;1;0;14;13;14
MS;F;16;U;GT3;T;2;2;servicos;outro;curso;mae;1;1;0;0;1;1;1;1;1;0;1;4;2;5;1;2;5;0;17;16;16
MS;M;17;U;GT3;T;1;2;outro;outro;curso;pai;1;1;1;0;1;0;1;1;0;1;1;5;3;5;5;5;1;12;6;7;7
MS;M;16;U;LE3;T;4;3;outro;outro;curso;pai;1;1;0;0;0;0;1;1;1;1;0;4;2;5;1;5;5;8;14;12;13
MS;M;17;R;LE3;T;2;2;servicos;servicos;outro;mae;3;4;1;0;1;0;0;1;1;0;0;1;3;5;3;5;3;2;10;8;9
MS;F;16;U;GT3;T;1;1;outro;outro;curso;outro;1;4;0;1;1;0;1;1;1;1;0;2;2;1;1;1;5;0;14;14;14
MS;F;19;U;LE3;T;2;2;outro;outro;casa;mae;1;3;0;0;0;0;0;1;1;1;1;5;4;5;1;1;1;0;12;13;13
MS;F;17;R;GT3;T;1;1;casa;outro;reputacao;mae;2;1;0;0;1;0;1;0;1;1;1;4;4;5;1;2;5;0;11;11;11
MS;F;20;U;GT3;T;3;3;casa;servicos;outro;mae;2;2;1;0;0;0;1;1;1;1;1;3;3;4;2;4;3;8;11;9;10
MS;F;17;U;LE3;T;1;1;outro;servicos;curso;pai;1;3;0;0;1;0;0;1;1;0;1;4;3;3;1;1;3;0;11;11;10
MS;M;17;R;GT3;T;2;2;outro;outro;curso;mae;3;1;1;0;1;0;0;0;1;1;0;4;4;5;1;2;5;0;10;9;9
MS;F;16;R;LE3;T;1;1;casa;outro;curso;pai;3;2;0;0;1;0;0;1;1;0;0;5;3;2;1;1;1;0;16;17;18
MS;F;17;R;GT3;T;2;2;outro;outro;reputacao;mae;2;2;0;0;1;0;1;1;1;0;0;5;3;2;1;1;1;0;15;17;17
MS;F;17;U;GT3;A;1;0;outro;outro;outro;mae;2;2;0;0;0;0;0;1;1;1;1;4;4;5;1;1;4;1;11;9;10
MS;F;18;R;GT3;T;1;1;casa;outro;outro;mae;1;2;1;0;1;0;0;1;1;1;1;4;3;2;1;1;5;9;7;7;7
MS;F;16;U;GT3;T;3;1;outro;outro;curso;mae;1;1;0;0;0;0;1;1;1;1;0;3;1;3;1;3;1;0;8;6;8
MS;F;16;U;GT3;T;3;2;servicos;casa;curso;mae;1;1;0;0;0;0;0;1;1;1;0;3;1;3;1;4;3;2;7;6;7
MS;F;18;U;LE3;T;1;1;outro;casa;reputacao;mae;2;2;0;1;0;0;0;1;1;0;0;2;3;5;1;4;3;8;9;8;10
MS;F;16;R;GT3;T;4;4;saude;professora;reputacao;pai;1;2;0;0;0;0;1;0;1;1;1;4;3;3;2;3;2;0;14;16;16
MS;F;16;R;LE3;T;1;2;outro;outro;reputacao;mae;2;1;0;0;0;0;1;1;1;1;0;5;4;5;1;4;2;0;14;14;15
MS;F;18;U;GT3;A;2;4;outro;servicos;reputacao;pai;1;2;1;0;1;0;0;1;1;1;0;2;3;2;1;3;1;8;8;5;8
MS;M;16;R;GT3;T;2;1;outro;servicos;reputacao;mae;2;2;0;0;0;0;1;1;1;1;0;5;2;1;1;1;2;0;8;7;0
MS;F;16;U;LE3;T;1;1;casa;outro;outro;mae;3;2;0;0;1;0;0;1;1;1;0;4;3;2;1;3;5;6;6;8;8
MS;F;16;R;GT3;T;2;3;casa;servicos;outro;mae;2;2;0;0;1;0;1;1;1;1;0;3;3;3;1;1;2;0;8;10;10
MS;F;16;U;GT3;T;4;4;saude;saude;curso;mae;1;2;0;0;1;0;0;1;1;1;1;4;3;4;1;2;3;4;8;8;8
MS;M;18;U;LE3;T;4;4;casa;saude;casa;mae;1;4;0;0;1;0;1;1;0;1;1;5;5;5;5;5;5;2;5;6;6
MS;F;16;R;LE3;T;3;4;casa;outro;outro;mae;3;2;0;0;1;0;0;0;1;0;0;4;2;1;1;1;2;2;7;9;8
MS;M;17;U;LE3;T;4;4;outro;servicos;casa;mae;1;3;0;0;1;0;0;1;1;1;0;4;4;3;1;2;5;0;15;14;16
MS;F;17;R;GT3;T;4;1;outro;outro;outro;mae;1;1;0;0;0;0;0;1;1;1;1;4;2;3;1;2;5;1;13;14;14
MS;M;16;U;LE3;T;2;2;servicos;servicos;outro;mae;4;3;0;0;0;0;0;1;1;0;0;5;1;3;2;2;3;0;10;9;10
MS;F;17;R;GT3;T;2;2;casa;outro;outro;mae;1;1;0;0;1;1;0;1;1;1;0;5;1;3;1;2;5;5;9;9;9
MS;F;16;U;LE3;T;4;4;servicos;servicos;outro;pai;2;1;0;0;1;0;0;1;1;0;0;5;1;3;1;2;5;1;11;11;11
MS;M;17;U;GT3;T;3;3;servicos;servicos;casa;mae;1;1;0;0;1;0;1;1;1;1;0;4;1;4;5;5;3;8;7;10;9
MS;M;17;U;GT3;T;1;1;casa;servicos;outro;mae;3;2;0;0;0;0;0;1;1;1;1;5;1;3;3;3;1;0;10;10;10
MS;M;16;U;GT3;T;2;1;saude;servicos;outro;mae;2;2;0;0;0;0;0;0;1;1;1;4;2;2;1;4;5;2;9;7;8
MS;F;16;U;LE3;T;2;1;outro;servicos;outro;mae;1;2;0;0;0;0;0;1;1;1;1;3;2;2;1;1;3;0;14;15;16
MS;M;16;U;LE3;T;4;4;professora;saude;outro;pai;1;1;0;0;1;0;0;1;1;1;0;4;1;2;2;5;5;0;11;12;12
MS;M;15;R;GT3;T;1;2;outro;servicos;curso;mae;3;2;0;0;1;0;1;1;1;0;0;5;5;5;1;3;5;11;9;11;10
MS;M;15;U;LE3;A;2;2;outro;outro;reputacao;mae;3;4;0;0;1;0;1;1;1;0;0;5;4;5;2;3;5;8;13;14;14
MS;M;15;U;LE3;A;2;1;servicos;servicos;curso;mae;1;1;0;0;0;0;1;1;1;1;0;4;3;3;1;2;5;11;12;13;12
MS;F;16;R;LE3;T;2;2;outro;outro;curso;mae;1;3;0;0;1;0;0;0;1;0;1;4;3;3;2;2;5;2;11;11;11
MS;F;16;U;LE3;T;4;1;outro;outro;casa;mae;2;2;0;0;1;0;1;1;1;1;0;1;2;4;2;2;1;8;9;10;10
MS;F;17;U;GT3;T;3;2;casa;outro;casa;mae;2;1;0;0;0;0;0;1;1;0;1;4;3;3;2;2;1;5;9;11;11
MS;F;17;R;GT3;T;2;2;outro;outro;outro;mae;2;2;0;1;0;1;0;1;1;0;0;5;1;3;1;1;5;0;11;9;11
MS;F;16;U;GT3;T;4;4;professora;servicos;curso;mae;2;3;0;0;1;0;0;1;1;1;1;5;3;5;1;4;5;1;10;11;12
MS;M;17;R;GT3;T;4;4;saude;outro;curso;pai;3;1;3;0;0;0;1;1;1;1;1;3;3;3;1;3;5;2;9;9;8
MS;M;17;R;LE3;T;1;3;outro;outro;curso;pai;2;1;0;0;0;0;1;1;1;0;1;5;1;2;3;3;5;2;12;11;12
MS;M;17;U;GT3;T;3;4;servicos;outro;outro;mae;1;2;1;0;1;0;1;0;1;1;1;5;4;4;3;4;5;8;8;9;8
MS;F;17;U;GT3;T;4;4;saude;saude;curso;pai;1;2;0;0;1;0;0;1;1;1;0;5;2;5;1;1;5;0;13;15;16
MS;M;16;R;LE3;T;4;1;outro;casa;outro;pai;1;1;0;0;0;0;0;1;1;1;0;4;1;2;2;1;2;0;10;11;11
MS;F;17;U;GT3;A;1;1;casa;casa;outro;mae;1;2;0;0;0;0;1;1;1;1;1;4;5;5;1;2;3;2;11;10;11
MS;F;17;R;GT3;T;4;2;outro;outro;curso;mae;2;2;0;1;1;0;0;0;1;1;0;4;3;3;2;3;5;0;17;18;18
MS;M;16;U;LE3;A;2;2;outro;servicos;curso;pai;2;2;0;0;1;0;0;0;1;1;1;4;1;2;2;2;5;0;12;13;13
MS;M;17;U;GT3;T;3;2;outro;outro;outro;pai;2;2;0;0;1;1;0;1;1;1;0;4;1;2;2;2;1;0;13;14;13
MS;M;19;U;GT3;T;1;1;outro;outro;outro;mae;1;2;2;0;1;0;1;1;0;1;0;4;4;3;3;4;4;2;9;9;10
MS;M;17;U;LE3;A;1;0;outro;outro;casa;mae;1;1;0;0;0;0;0;1;1;0;1;4;1;2;1;1;5;4;11;11;12
MS;F;17;R;GT3;T;1;1;casa;casa;curso;pai;2;1;0;0;1;0;1;1;0;1;1;3;5;5;2;2;4;3;10;11;10
MS;F;16;R;GT3;T;1;2;outro;outro;casa;pai;1;3;0;1;1;0;0;0;1;1;1;4;3;4;1;1;3;5;13;14;13
MS;M;16;R;LE3;T;1;2;outro;casa;curso;mae;1;1;0;0;0;0;0;1;1;0;0;4;4;4;2;4;5;4;9;10;11
